(('100220388', 'jewish anecdotes from prague', 'eng'), 1)
(('16821460', 'hrdinove od arrasu roman francouzske setniny nazdar', 'eng'), 1)
(('16821460', 'ceskoslovenska odyssea dojmy csl novinaredobrovolce z cesty na lodi president grant z vladivostoku do vlasti  tichy ocean kvetencerven 1920', 'eng'), 1)
(('16821460', 'bily kapitan', 'eng'), 1)
(('168417870', 'das schwere wird verschwinden', 'ger'), 1)
(('169644275', 'bonifac bacsi pipaja', 'hun'), 1)
(('169644275', 'tante karolinas insel', 'ger'), 1)
(('17220404', 'histoires fantastiques', 'fre'), 1)
(('17233421', 'contes arabes', 'fre'), 3)
(('17233421', 'legendes et contes des pharaons', 'fre'), 3)
(('17233421', 'wie ein bauer pharao wurde und andere agyptische marchen', 'ger'), 3)
(('17233421', 'arabische marchen', 'ger'), 2)
(('17233421', 'storie e leggende dei faraoni', 'ita'), 2)
(('17233421', 'agyptische marchen', 'ger'), 2)
(('17233421', 'fiabe doriente', 'ita'), 1)
(('17233421', 'racconti arabi', 'ita'), 1)
(('17278482', 'as op mijn hand', 'dut'), 2)
(('17278482', 'moskva  granitsa', 'rus'), 1)
(('17278482', 'vezen chillonsky', 'eng'), 1)
(('17278482', 'harfenik', 'eng'), 1)
(('17278482', 'makanna otec divu a novel', 'eng'), 1)
(('17278482', 'makanna otec divu', 'rus'), 1)
(('17278482', 'hayim im kokhav', 'heb'), 1)
(('17278482', 'hodina pravdy hodina zkousky vybor usporadal doslov a bibliografickou poznamku napsal jiri opelik', 'eng'), 1)
(('17278482', 'moskau  die grenze', 'ger'), 1)
(('17278482', 'exil in der sowjetunion', 'ger'), 1)
(('17292795', 'tesime sa do skoly', 'slo'), 1)
(('17292795', 'o chem razgovarivaiut zveriushki nochiu', 'rus'), 1)
(('17292795', 'hrame sa s abecedou', 'slo'), 1)
(('17292795', 'hrame sa na skolu', 'slo'), 1)
(('17292795', 'abeceda zjedla deda', 'slo'), 1)
(('17300538', 'na zlatem severu', 'slv'), 1)
(('17379276', 'vetrne mlyny na morave a ve slezsku', 'ger'), 1)
(('17379276', 'poznamky k vyvoji vetrnych mlyndegu', 'ger'), 1)
(('17379276', 'franz kidric bartholomaeus georgijevicbiographische u bibliographische zusammenfassung museion ii wien 1920 tyz autor obicaji turaka u xvi veku bartolomej georgijevic juzna srbija iv skoplje 1923referat', 'hrv'), 1)
(('17379276', 'olomoucke pohlednice z 19 stoleti', 'pol'), 1)
(('17379276', 'kulturno nacionalni stiki med cehoslovaki in jugoslovani v preteklosti', 'slv'), 1)
(('17379276', 'ikonografie olomouce do roku 1900 die ikonographie von olomouc bis zum jahre 1900 c2', 'ger'), 1)
(('17379276', 'kopitar kot inspirator in propagator prvih vukovih zbirk narodnih pesmi poglavje iz daljse studije o kopitarju', 'slv'), 1)
(('17379276', 'stik jerneja kopitarja z zagrebskim skofom maksimiljanom vrhovcem', 'slv'), 1)
(('177145858193723022963', 'dar  der hund aus sibirien', 'ger'), 3)
(('17728389', 'kek leopard', 'hun'), 3)
(('17728389', 'adamuv most roman', 'eng'), 1)
(('17728389', 'ostrov tisice drahokamu', 'pol'), 1)
(('17728389', 'land hinter dem horizont', 'ger'), 1)
(('17728389', 'lovtsi perliv', 'ukr'), 1)
(('17728389', 'caravana de abanos', 'rum'), 1)
(('17728389', 'ostriv tysiachi samotsvitiv', 'ukr'), 1)
(('17728389', 'pescuitorii de perle', 'rum'), 1)
(('17748849', 'es wird abend im wald', 'ger'), 1)
(('17758878', '1000 mangu', 'est'), 1)
(('17758878', 'das grosse buch der spiele', 'ger'), 1)
(('18016304', 'codzienne ody', 'pol'), 2)
(('18016304', 'cerny med', 'pol'), 2)
(('18016304', 'ticha posta', 'slo'), 1)
(('18016304', 'rozsvecovani kvetdegu', 'ger'), 1)
(('18016304', 'verse 19481958 with a frontispiece', 'eng'), 1)
(('18016304', 'otevreny dum', 'eng'), 1)
(('18016304', 'jaro napovez', 'ger'), 1)
(('18016304', 'basne', 'ger'), 1)
(('18016304', 'modre z nebe 1vyd', 'und'), 1)
(('18016304', 'gedichte tschech verse', 'und'), 1)
(('18016304', 'vzdusna cara dvanact basni miroslava floriana s kresbami vladimira tesare printed on separate folding sheets', 'eng'), 1)
(('18016304', 'jerabiny 1vyd', 'und'), 1)
(('18016304', 'incialy vydani druhe', 'eng'), 1)
(('18070505', 'a jos halala', 'hun'), 2)
(('18070505', 'sumrak mafie', 'slo'), 1)
(('18070505', 'tajomstvo spionaze', 'slo'), 1)
(('18070505', 'din culisele razboiului secret', 'rum'), 1)
(('18070505', 'ohen', 'slo'), 1)
(('18070505', 'szpiedzy z tel awiwu', 'pol'), 1)
(('18070505', 'z archiwum fbi', 'pol'), 1)
(('18070505', 'z archiwum scotland yardu', 'pol'), 1)
(('18070505', 'kradez v galerii', 'slo'), 1)
(('18070505', 'rapiri', 'rum'), 1)
(('18070505', 'procesy ktore vzrusili svet', 'slo'), 1)
(('18070505', 'spionii de la tel aviv', 'rum'), 1)
(('18070505', 'izraeli hirszerzok', 'hun'), 1)
(('18454426', 'skrabanice', 'pol'), 1)
(('18454426', 'tcheque express', 'fre'), 1)
(('188853935', 'zu viele engel', 'ger'), 6)
(('188853935', 'das wunder von jasina', 'ger'), 3)
(('188853935', 'auf dem walfisch', 'ger'), 2)
(('188853935', 'charlotte von huglfing', 'ger'), 2)
(('188853935', 'als julia die fledermaus fand', 'ger'), 2)
(('188853935', 'der obdachlose', 'ger'), 1)
(('188853935', 'prevec angelov', 'slv'), 1)
(('188853935', 'charlotte von huglfing', 'und'), 1)
(('188853935', 'die reise in den sternenhimmel', 'ger'), 1)
(('190769870', 'gloria nach adam riese', 'ger'), 1)
(('190769870', 'flugellos', 'ger'), 1)
(('190769870', 'europa', 'ger'), 1)
(('190769870', 'gaggalagu', 'ger'), 1)
(('190769870', 'terminifera', 'ger'), 1)
(('190769870', 'biebu', 'kor'), 1)
(('190769870', 'biebu', 'ger'), 1)
(('190769870', 'nkaah', 'ger'), 1)
(('190769870', 'magma', 'ger'), 1)
(('19115378', 'na pokladzie', 'pol'), 1)
(('19115378', 'za kierownica', 'pol'), 1)
(('19115378', 'le tresor de knut le viking', 'fre'), 1)
(('19197936', 'someone made a mistake so i am here now', 'eng'), 1)
(('19679709', 'tutto sul crepuscolo', 'ita'), 1)
(('19679709', 'le surrealisme en tchecoslovaquie', 'fre'), 1)
(('19679709', 'pojecia podstawowe', 'pol'), 1)
(('19679709', 'le poids et le frisson ou moule tremble', 'fre'), 1)
(('19679709', 'prague', 'fre'), 1)
(('19681880', 'the czechoslovak army', 'eng'), 3)
(('19681880', 'hideg egbolt alatt', 'hun'), 2)
(('19681880', 'kalte sonne', 'ger'), 2)
(('19681880', 'ugie a cesta na konec sveta', 'eng'), 1)
(('19681880', 'ugie a cesta na konec sveta', 'und'), 1)
(('19681880', 'his life and art', 'eng'), 1)
(('19681880', 'kalte sonne studene slunce dt aus d tschech v dorothea grafin razumovsky', 'ger'), 1)
(('19681880', 'hideg agbolt alatt studene slunce lagerregeny ford hosszu ferenc', 'hun'), 1)
(('19683055', 'sankt nikolaus geht durch die stadt', 'ger'), 4)
(('19683055', 'das ohr', 'ger'), 3)
(('19683055', 'prosa', 'ger'), 2)
(('19683055', 'en var tva vintrar', 'swe'), 1)
(('19683055', 'de jongen die durfde', 'dut'), 1)
(('19683055', 'den gamle mannen och duvorna', 'swe'), 1)
(('19683055', 'min skore familie', 'und'), 1)
(('19683055', 'heilige nacht', 'ger'), 1)
(('19683055', 'wat een gekke familie', 'dut'), 1)
(('19691033', 'lenin und prag', 'ger'), 7)
(('19691033', 'lenin i praga', 'rus'), 4)
(('19691033', 'lenin and prague', 'eng'), 4)
(('19691033', 'obiettivo', 'ita'), 2)
(('19691033', 'der mord an wenzel dem bohmischen fursten', 'ger'), 1)
(('19691033', 'lenin e praga', 'ita'), 1)
(('19691033', 'lenin e praga', 'spa'), 1)
(('19691033', 'cesky pitaval aneb kralovrazdy', 'und'), 1)
(('19691033', 'zahada rukopisu kralovedvorskeho', 'und'), 1)
(('19691033', 'nejen cerne uniformy', 'und'), 1)
(('19691033', 'vrazda vaclava', 'eng'), 1)
(('19691033', 'modra ozvena', 'und'), 1)
(('19691033', 'historie skoro detektivni', 'und'), 1)
(('19691033', 'labyrint', 'eng'), 1)
(('19691033', 'duvernava o karlu hynku machovi', 'und'), 1)
(('19691033', 'akce tetrev svqhedeotvi o partyzanske skupine', 'und'), 1)
(('19691033', 'vrazda vaclava knizete ceskeho', 'und'), 1)
(('19691033', 'der mord an wenzel dem bohmischen fursten zu dem es angeblich an dem hofe seines bruders boleslav am montag nach dem namenstag der heiligen kosman und damianus gekommen ist', 'ger'), 1)
(('19691033', 'lenin and prague transl from the czech', 'eng'), 1)
(('19695848', 'ich hatte zu antworten tage und nachtelang', 'ger'), 7)
(('19695848', 'ostati na nogama', 'scc'), 2)
(('19695848', 'mirena kiji to tegami', 'jpn'), 1)
(('19695848', 'prager hinterhofe im fruhling', 'ger'), 1)
(('19713400', 'tschechische anthologie', 'ger'), 7)
(('19713400', 'farvede skaar', 'dan'), 3)
(('19713400', 'nokto en karluv tyn', 'epo'), 2)
(('19713400', 'drahomira', 'pol'), 2)
(('19713400', 'do zycia', 'pol'), 2)
(('19713400', 'kolorowe szkielka', 'pol'), 2)
(('19713400', 'dichterportrats', 'ger'), 2)
(('19713400', 'deset basni jaroslava vrchlickeho', 'hrv'), 2)
(('19713400', 'at the chasm', 'eng'), 2)
(('19713400', 'izbrannyje stichi', 'rus'), 1)
(('19713400', 'duch iswiat', 'pol'), 1)
(('19713400', 'romanca', 'pol'), 1)
(('19713400', 'uszy midasa', 'pol'), 1)
(('19713400', 'barvaste crepinje', 'slv'), 1)
(('19713400', 'legenda o sw prokopie', 'pol'), 1)
(('19713400', 'izbrannye stihi', 'rus'), 1)
(('19713400', 'hudba v dusi', 'rus'), 1)
(('19713400', 'mythy', 'fre'), 1)
(('19713400', 'nove souborne vydani basnickych spisdegu', 'und'), 1)
(('19713400', 'legenda o sw prokopie przelozyl i objasnil dr fr krcek', 'und'), 1)
(('19713400', 'neuere poesie aus bohmen', 'ger'), 1)
(('19713400', 'das schwert des damokles', 'ger'), 1)
(('19713400', 'pelops brautwerbung', 'ger'), 1)
(('19713400', 'neuere poesie aus bohmen', 'und'), 1)
(('19713400', 'stimmen in der wuste', 'ger'), 1)
(('19713400', 'jessika', 'ger'), 1)
(('19713400', 'jak tahla mracna', 'hrv'), 1)
(('19713400', 'dopisy jaroslava vrchlickeho s janem bloksou vyd uvod i poznamky vaclav brtnik', 'eng'), 1)
(('19713400', 'eklogen und lieder', 'ger'), 1)
(('19713400', 'geist und welt', 'ger'), 1)
(('19713400', 'o knihach a lidech ruzne clanky  18871889', 'eng'), 1)
(('19713400', 'the vengeance of catullus', 'eng'), 1)
(('19713400', 'das lied von vineta', 'ger'), 1)
(('19713400', 'brothers  vaclav and boleslav', 'eng'), 1)
(('19713400', 'svata ludmila saint ludmila an oratorio written by jaroslav vrchlicky the music composed by antonin dvorak  the english version by the rev dr troutbeck book of words with analytical notes by joseph bennett etc', 'eng'), 1)
(('19713400', 'the witness', 'eng'), 1)
(('19713400', 'zpevy husitske 14151915 na pamatku mucednicke smrti nejslavnejsiho pevce ceskeho vybral a sest jan vobornik', 'eng'), 1)
(('19713400', 'der sturm', 'ger'), 1)
(('19713400', 'mythy 18751879', 'und'), 1)
(('19722922', 'poljub', 'slv'), 2)
(('19722922', 'tajnost', 'slv'), 1)
(('19722922', 'dedov srd', 'slv'), 1)
(('19722922', 'powiastka o wietrze', 'pol'), 1)
(('19722922', 'na zive strune vlastenecke basne', 'eng'), 1)
(('19722922', 'z meho mladi vzpominky zivotopisne', 'eng'), 1)
(('19722922', 'co prinesla leta druhe knihy vzpominek sv 1 and 2 vydal ferdinand strejcek with portraits', 'eng'), 1)
(('19722922', 've sluzbe naroda aneb nas druhy volebni sbor veseloherni obraz  o trech jednnich and in prose dle e krasnohorske  pro ieviste upravil vk stetka', 'eng'), 1)
(('19722922', 'obraz novejsiho basnictvi ceskeho  vynatek z casopisu musea kralovstvi ceskeho rocniku 51 svazku 1 a 2', 'eng'), 1)
(('19722922', 'letorosty sbirka versu etc', 'eng'), 1)
(('19722922', 'literarni konfese upravil ferdinand strejcek with a portrait and a bibliography', 'eng'), 1)
(('19722922', 'vlastovicky sclanka', 'eng'), 1)
(('19722922', 'z maje ziti basne  treti vydani', 'eng'), 1)
(('19722922', 'ze sumavy basne  druhe rozmnozene vydani', 'eng'), 1)
(('1980472', 'fino de la mondo', 'epo'), 3)
(('1980472', 'kantareto', 'epo'), 1)
(('1980472', 'pri jezuliatku', 'slo'), 1)
(('1980472', 'karel filip kantareto cehoslovaka', 'epo'), 1)
(('1980472', 'velky slovnik ceskoesperantsky', 'epo'), 1)
(('1980472', 'portal hypertension and its treatment', 'eng'), 1)
(('1980472', 'la turo inter nuboj', 'epo'), 1)
(('19810510', 'the clouds', 'eng'), 5)
(('19810510', 'the princess pampelishka', 'eng'), 2)
(('19810510', 'liber aureus', 'sla'), 2)
(('19810510', 'the will o the wisp', 'eng'), 2)
(('19810510', 'bludicka drama o ctyrech dejstvich', 'eng'), 1)
(('19810510', 'clouds a play in three acts', 'eng'), 1)
(('19810510', 'clouds', 'eng'), 1)
(('19810510', 'vrije wolken tooneelspel in drie bedrijven', 'dut'), 1)
(('19810510', 'vrije wolken', 'dut'), 1)
(('19810510', 'the clouds a play in three acts', 'eng'), 1)
(('20090382', 'klepani na lasku', 'eng'), 1)
(('20090382', 'kvetiny jsou tu zbytecne', 'und'), 1)
(('20095216', 'auf kim ist verlass', 'ger'), 2)
(('20095216', 'mna sudila noc', 'slo'), 1)
(('20095216', 'luzanska mse', 'eng'), 1)
(('20095216', 'dopis klare', 'eng'), 1)
(('20095216', 'classification of the neurological changes in vibration sickness', 'eng'), 1)
(('20095216', 'az bude padat hvezda ilustrovala jitka kolinska', 'eng'), 1)
(('203147093698625001564', 'a fairy tale day for princess betty', 'eng'), 1)
(('203147093698625001564', 'a fairy tale day for sir philip the knight', 'eng'), 1)
(('203147093698625001564', 'an adventurous day for bobby the pirate', 'eng'), 1)
(('20489897', 'ile jest smutkow', 'pol'), 1)
(('20489897', 'das haus zwischen wind und fluss', 'ger'), 1)
(('20491393', 'a valasztovonal', 'hun'), 3)
(('20491393', 'if the mirror break', 'eng'), 3)
(('20491393', 'das grune buchlein', 'ger'), 2)
(('20491393', 'boj', 'slo'), 2)
(('20491393', 'poplach na kovarske ulicce', 'slo'), 2)
(('20491393', 'alarm in der schmiedegasse', 'ger'), 1)
(('20491393', 'riadalom a kovacs utcaban', 'hun'), 1)
(('20491393', 'na rubu', 'hrv'), 1)
(('20491393', 'u corsokaku', 'srp'), 1)
(('20491393', 'stopy v pisku soubor feuilletonu z let 19401943', 'eng'), 1)
(('20491393', 'svedek roman', 'eng'), 1)
(('20491393', 'kluci hura za nim', 'pol'), 1)
(('20491393', 'o pravde umeni a pravde zivota vybor usporadal doslov napsal a vysvetlivkami opatril jiri opelik karikaturu v textu a pelc with a portrait', 'eng'), 1)
(('20491393', 'izbrannoe', 'rus'), 1)
(('20491393', 'die ersten schritte', 'ger'), 1)
(('20491393', 'na rubu roman prevela  smiljana krsic', 'und'), 1)
(('20491393', 'hotarul', 'rum'), 1)
(('20750609', 'kraljica dagmar', 'slv'), 3)
(('20750609', 'kasp zden kapler ze sulec', 'wen'), 1)
(('20750609', 'kasp zden kapler ze sulec', 'hsb'), 1)
(('20750609', 'posasti', 'slv'), 1)
(('20750609', 'ausgewahlte erzahlungen', 'ger'), 1)
(('20750609', 'kasp zden kapler ze sulec', 'ger'), 1)
(('208817178', 'cierna nedela', 'slo'), 1)
(('20913690', 'worthlessness', 'eng'), 2)
(('21044693', 'zak vorisek ma radary', 'hrv'), 1)
(('21046932', 'skulina', 'und'), 1)
(('21046932', 'lekar victora', 'und'), 1)
(('21046932', 'mimowrdny pripad', 'und'), 1)
(('21132396', 'judische marchen', 'ger'), 8)
(('21132396', 'contes juifs', 'fre'), 6)
(('21132396', 'jewish folk tales', 'eng'), 3)
(('21132396', 'biblische geschichten aus dem alten und neuen testament', 'ger'), 1)
(('21132396', 'joodse sprookjes', 'dut'), 1)
(('21132396', 'barnebibelen', 'nob'), 1)
(('21132396', 'biblische geschichten', 'ger'), 1)
(('2143581', 'four japanese tales', 'eng'), 7)
(('2143581', 'eslavos rusos y checoslovacos', 'spa'), 2)
(('2143581', 'obrezje plesalk', 'slv'), 1)
(('2143581', 'japonsky podzim zlomky zivota se 128 snimky autorovymi with illustrations', 'eng'), 1)
(('2143581', 'krajiny v oblacich', 'eng'), 1)
(('2143581', 'touha do dalky with illustrations', 'eng'), 1)
(('2143581', 'pres hory a doly cesty v tropech a subtropech  druhe vydani', 'eng'), 1)
(('2143581', 'pulnocni vitr ceskoamericke povidky treti vydani', 'eng'), 1)
(('2143581', 'zahrada splnene touhy druhe vydani', 'eng'), 1)
(('2143581', 'lide na horach tatranske povidky etc', 'eng'), 1)
(('2143581', 'four japanese tales the authors own english version', 'eng'), 1)
(('2143581', 'ti kteri se nevraceji kalifornske novely', 'eng'), 1)
(('2143581', 'dech tropu', 'eng'), 1)
(('2143581', 'pripady skoro neobycejne', 'eng'), 1)
(('2143581', 'soustrovi krasy druhe vydani', 'eng'), 1)
(('2143581', 'pod skalnatymi stity', 'eng'), 1)
(('2143581', 'horske stiny', 'slo'), 1)
(('21789177', 'je maigris et la mort marrondit', 'fre'), 1)
(('218621023', 'het nut van een paradijs', 'dut'), 1)
(('218750483', 'dlhy siroky a bystrozraky', 'slo'), 1)
(('218750483', 'kluk s kridly', 'ger'), 1)
(('218750483', 'pan tuzka a slecna pastelka o psu gumovi nemluve', 'ger'), 1)
(('21900463', 'kristnaskaj demandoj kaj paradoksoj', 'epo'), 1)
(('21924051', 'ye ye de li wu', 'chi'), 1)
(('21924051', 'tiao pi de bi ti ke', 'chi'), 1)
(('21924051', 'na promenade verses', 'eng'), 1)
(('21924051', 'honza kralem', 'slo'), 1)
(('21924051', 'alespon chvili', 'ice'), 1)
(('22020539', 'the center of the world is everywhere', 'eng'), 1)
(('22153888', 'contes persans', 'fre'), 7)
(('22153888', 'persian fairy tales', 'eng'), 4)
(('22153888', 'contes dorient', 'fre'), 4)
(('22153888', 'persische marchen', 'ger'), 4)
(('22153888', 'meine frohliche marchenkiste', 'ger'), 3)
(('22153888', 'legends from eastern lands', 'eng'), 3)
(('22153888', 'persialaisia satuja', 'fin'), 2)
(('22153888', 'les plus belles legendes des chateaux et palais', 'fre'), 2)
(('22153888', 'oosterse sprookjes', 'dut'), 2)
(('22153888', 'der fliegende teppich', 'ger'), 2)
(('22153888', 'steppe eventyr fra kasakhstan og usbekistan', 'nor'), 1)
(('22153888', 'perzische sprookjes', 'dut'), 1)
(('22153888', 'the clever fox and other stories', 'eng'), 1)
(('22153888', 'de slimme streken van koeba', 'dut'), 1)
(('22153888', '', 'eng'), 1)
(('22153888', 'legends from eastern lands retold by jaroslav tichy', 'eng'), 1)
(('22153888', 'umeni predsudky kritika soubor uvah a vyroku o detske literature vybrali a usporadli jaroslav tichy a frantisek tencik', 'eng'), 1)
(('22183852', 'spaljivac leseva', 'hrv'), 2)
(('22183852', 'variaciji dlja hluchoji struny', 'ukr'), 1)
(('22183852', 'zavrastane ot zitnite polja', 'bul'), 1)
(('22183852', 'let myslenko na zlatych kridlech vanku', 'slo'), 1)
(('22183852', 'zamek kynzvart historie a pritomnost with plates', 'eng'), 1)
(('22183852', 'variatsii dlia temnoi struny', 'rus'), 1)
(('22183852', 'gospodin teodor mundshtok mishkite na nataliia moskhabur', 'bul'), 1)
(('22183852', 'variatsii dlya temnoi struny', 'rus'), 1)
(('22183852', 'spaljivac leseva  put u obecanu zemlju', 'hrv'), 1)
(('22302144', 'karusel', 'rus'), 2)
(('22302144', 'michelup a motocykel', 'slo'), 1)
(('22302144', 'pameti o valce rychnovske fejeton', 'eng'), 1)
(('22302144', 'podzemni mesto roman', 'eng'), 1)
(('22302144', 'degedudant i francimor', 'und'), 1)
(('22302144', 'hostinec u kamenneho stolu', 'slo'), 1)
(('22302144', 'nastoiaschie evreiskie anekdoty', 'rus'), 1)
(('22302144', 'vyprodano doslov napsal zk slaby vydani 6', 'eng'), 1)
(('22302144', 'dilo', 'und'), 1)
(('22302144', 'das haus in der vorstadt', 'ger'), 1)
(('22302144', 'hraci obrazy ze zivota  humoristicky roman s ilustracemi otakara mrkvicky', 'eng'), 1)
(('22302144', 'vse pro firmu ilustrace bohumil stepan doslov napsal zk slaby with illustrations', 'und'), 1)
(('22302144', 'muzi v offsidu ze zivota klubovych privrzencu ilustroval  antonin pelc', 'eng'), 1)
(('22302144', 'zidovske anekdoty sestavil karel polacek illustroval bohumil stepan treti vydani', 'eng'), 1)
(('22302144', 'knihy', 'und'), 1)
(('22302144', 'eravamo in cinque', 'ita'), 1)
(('22302144', 'zidovske anekdoty sestavil karel polacek illustroval bohumil stepan treti vydani', 'und'), 1)
(('22302144', 'michelup a motocykl roman 2 vydani', 'eng'), 1)
(('22302144', 'oten voltunk cimborak', 'hun'), 1)
(('22302144', 'dilo', 'eng'), 1)
(('22302144', 'muzi v ofsajdu ze zivota klubovych privrzencu ilustroval antonin pelc', 'eng'), 1)
(('22302144', 'vse pro firmu ilustrace bohumil stepan doslov napsal zk slaby with illustrations', 'eng'), 1)
(('22302144', 'hraci obrazy ze zivota', 'eng'), 1)
(('22549042', 'a szerelem valtozasai', 'hun'), 2)
(('22549042', 'pikolka', 'ukr'), 1)
(('22549042', 'vedouci misto muzna leta', 'eng'), 1)
(('22609156', 'internationale und marseillaise', 'ger'), 8)
(('22609156', 'internationale und marseillaise lieder die geschichte machten zwei reportagen aus eineinhalb jahrhunderten die einleitung nicht zu vergessen deutsche fassung von dr hans gaertner with plates', 'ger'), 1)
(('2274878', 'montagmorgen', 'ger'), 3)
(('2276663', 'vers ou le sommeil', 'fre'), 1)
(('22773078', 'praludium auf dem mars', 'ger'), 1)
(('2299152636076120051534', 'budulinek', 'slo'), 1)
(('23063964', 'novemberfaden', 'ger'), 1)
(('23063964', 'der drachenbaum', 'ger'), 1)
(('232397903', 'godnattsagor', 'swe'), 1)
(('232397903', 'dorothea und der papagei', 'ger'), 1)
(('232397903', 'dorotka i papuga', 'pol'), 1)
(('232397903', 'cour a courek', 'ger'), 1)
(('232397903', '365 goodnight stories', 'eng'), 1)
(('232397903', 'zedzedland', 'eng'), 1)
(('232508387', 'basne ceske a deutsche geschichten', 'cze'), 1)
(('23253388', 'die mongolenschlacht bei olmutz', 'ger'), 1)
(('23253388', 'jaroslav sternberk', 'und'), 1)
(('23253388', 'cetiri kceri', 'srp'), 1)
(('23291962', 'elefanten tamtams und silberne nachte', 'ger'), 2)
(('23291962', 'der fluss der zauberer', 'ger'), 1)
(('23291962', 'szongare', 'hun'), 1)
(('234471922', 'milionari', 'slo'), 1)
(('23678867', 'le dernier banc histoire dune enfant', 'fre'), 1)
(('23678867', 'contes de paques', 'fre'), 1)
(('23678867', 'linondation', 'fre'), 1)
(('24101', 'solo al atardecer', 'spa'), 3)
(('24101', 'white picture', 'eng'), 1)
(('24101', 'eta eta gli uccelli gialli', 'ita'), 1)
(('24101', 'eta eta', 'ita'), 1)
(('24101', 'poesie', 'ita'), 1)
(('24206542', 'advokaten', 'ger'), 4)
(('24206542', 'die herren im talar', 'ger'), 2)
(('24206542', 'krivoklat', 'mul'), 1)
(('24206542', 'letadla 19181933', 'mul'), 1)
(('24206542', 'panstvo v talaru kniha soudcu with a portrait', 'eng'), 1)
(('24206542', 'vahy a mec', 'eng'), 1)
(('24206542', 'kyvadla vecnosti romanova truchlohra ve trech castech kresbami vyzdobila zdenka braunerova', 'eng'), 1)
(('24206542', 'advokaten', 'und'), 1)
(('24444084', 'malerische wanderungen durch prag', 'ger'), 8)
(('24444084', 'jean paul im spiegel seiner heimat', 'ger'), 5)
(('24444084', 'jean paul als oberfranke', 'ger'), 3)
(('24444084', 'ein dichterfest', 'ger'), 3)
(('24444084', 'letzte lese', 'ger'), 2)
(('24444084', 'der kometentag', 'ger'), 2)
(('24444084', 'slike iz prage', 'slv'), 1)
(('24444084', 'jean paul im spiegel seiner heimat festgabe zum 100 todestag des dichters with a portrait', 'eng'), 1)
(('24444084', 'granit', 'ger'), 1)
(('24444084', 'frankenwaldlied', 'ger'), 1)
(('24444084', 'jean paul im spiegel seiner heimat', 'und'), 1)
(('24444084', 'herbstgold und fruhlingsrauschen', 'ger'), 1)
(('24444084', 'deutsche not', 'ger'), 1)
(('24444084', 'aus bunten garten', 'ger'), 1)
(('24444084', 'jean paul als oberfranke', 'und'), 1)
(('24444084', 'die heimat jean pauls', 'und'), 1)
(('24473200', 'jie ke si luo fa ke wen xue jian shi', 'chi'), 1)
(('24473200', 'jaroslav vrchlicky', 'und'), 1)
(('24473200', 'natin dejin starsi ceske literatury', 'und'), 1)
(('24608237', 'lidee russe', 'fre'), 6)
(('24608237', 'spiritualitatea rasaritului crestin', 'rum'), 6)
(('24608237', 'la fede secondo le icone', 'ita'), 5)
(('24608237', 'le chemin de lesprit', 'fre'), 3)
(('24608237', 'la fe segun los iconos', 'spa'), 2)
(('24608237', 'ignazio di loyola e la spiritualita orientale', 'ita'), 2)
(('24608237', 'teologia pastorale', 'ita'), 2)
(('24608237', 'melania la giovane', 'ita'), 2)
(('24608237', 'in principio era larte', 'ita'), 2)
(('24608237', 'miscellanea', 'ita'), 2)
(('24608237', 'alle fonti delleuropa', 'ita'), 2)
(('24608237', 'die russische idee', 'ger'), 2)
(('24608237', 'narrativa dellimmagine', 'ita'), 2)
(('24608237', 'miscellanea', 'rum'), 2)
(('24608237', 'una conoscenza integrale', 'ita'), 2)
(('24608237', 'anima di pellegrino', 'ita'), 1)
(('24608237', 'la spiritualita dei padri greci e orientali', 'und'), 1)
(('24608237', 'preghiera semplice del cuore', 'ita'), 1)
(('24608237', 'il vangelo delle feste', 'ita'), 1)
(('24608237', 'szentlelek utjain', 'hun'), 1)
(('24608237', 'cateheza despre biserica', 'und'), 1)
(('24608237', 'bufnita inteleapta si povestile ei', 'rum'), 1)
(('24608237', 'drinking from the fountain', 'eng'), 1)
(('24608237', 'la spiritualita dei padri greci e orientali', 'ita'), 1)
(('24608237', 'orar con el corazon', 'spa'), 1)
(('24608237', 'il cunosti pe fiul', 'rum'), 1)
(('24608237', 'duhovna edinost evrope', 'slv'), 1)
(('24608237', 'noi in sfanta treime', 'rum'), 1)
(('24608237', 'il cunosti pe tatal', 'rum'), 1)
(('24608237', 'la spiritualita dei padri', 'ita'), 1)
(('24608237', '', 'ger'), 1)
(('24608237', 'ignazio di loyola e la spiritualita orientale', 'und'), 1)
(('24608237', 'poznajes li duha', 'hrv'), 1)
(('24608237', 'calea spiritului', 'rum'), 1)
(('24608237', 'rugaciunea', 'und'), 1)
(('24608237', 'duchovni cviceni s janem pavlem ii', 'slo'), 1)
(('24608237', 'melania la benefattrice 383440', 'ita'), 1)
(('24608237', 'el arte de purificar el corazon', 'spa'), 1)
(('24608237', 'teologia pastorala', 'rum'), 1)
(('24608237', 'ignacio de loyola y la espiritualidad oriental', 'spa'), 1)
(('24608237', 'duchovnaja tradicija vostocnogo christianstva', 'rus'), 1)
(('24608237', 'rugaciunea in inima', 'rum'), 1)
(('24608237', 'l idee russe', 'fre'), 1)
(('24608237', 'storia della spiritualita', 'ita'), 1)
(('24608237', 'arta de a purifica inima', 'rum'), 1)
(('24608237', 'maica domnului', 'rum'), 1)
(('24608237', 'evanghelia de fiecare zi', 'rum'), 1)
(('24608237', 'ignatiu de loyola si spiritualitatea orientala', 'rum'), 1)
